bad,mean,good
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
59.27,157.66,190.2
246.29,423.79,436.08
464.6,639.66,660.26
585.28,730.77,826.11
352.55,918.04,931.85
656.02,762.51,979.56
496.14,802.87,938.53
401.88,598.02,809.12
197.82,572.13,604.45
156.31,365.89,381.46
64.85,117.95,143.71
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
64.02,185.15,196.88
234.12,366.29,439.65
469.76,629.74,655.14
568.55,751.15,827.75
583.18,815.43,935.27
511.17,899.78,956.01
478.44,849.58,928.22
522.74,683.86,786.94
418.17,532.09,617.98
240.04,289.45,390.73
74.15,97.98,145.88
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
83.06,178.68,192.79
174.58,426.67,431.41
413.12,564.17,662.57
504.04,736.99,836.41
518.33,859.05,927.97
625.77,883.24,961.23
646.26,764.12,906.97
517.62,660.45,793.2
420.33,510.52,619.48
133.56,322.65,386.74
85.51,120.38,149.28
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
75.78,177.63,201.09
251.01,319.39,439.96
464.67,512.14,649.56
459.89,735.22,836.76
639.82,824.47,932.4
548.72,797.8,954.93
418.14,836.57,925.55
562.9,730.44,785.38
279.64,482.86,623.27
193.78,326.23,381.35
53.71,90.61,144.67
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
60.55,135.9,198.74
228.47,378.27,439.52
456.47,588.8,651.62
480.9,642.53,828.24
550.22,909.18,930.83
646.69,851.92,976.1
261.18,786.13,912.45
333.17,643.95,793.04
387.67,602.73,604.43
178.11,340.98,392.34
29.94,124.38,147.66
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
