bad,mean,good
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.67,17.74,29.65
127.37,189.17,249.26
370.13,448.12,512.83
577.35,692.43,743.45
610.7,784.54,934.6
760.4,885.62,1000.01
634.76,948.45,1029.29
677.89,824.68,962.42
625.5,750.03,811.63
335.5,574.46,613.41
212.5,348.78,376.8
48.66,96.48,113.56
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.74,22.46,28.15
66.24,210.98,255.02
279.3,473.3,527.58
576.16,702.12,746.19
681.85,819.46,919.81
640.14,948.71,1001.01
794.21,888.02,1021.09
575.03,889.74,970.83
557.71,736.76,804.61
452.67,595.12,605.62
220.14,345.69,370.09
60.9,82.3,115.68
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.87,18.2,28.72
111.5,180.34,265.42
238.73,399.43,509.36
490.98,688.14,732.03
648.94,892.35,909.79
784.72,987.65,1002.22
684.99,924.88,1032.81
637.01,783.2,955.42
590.47,642.08,804.34
417.63,573.03,619.23
222.99,283.67,379.24
68.34,103.17,119.43
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.37,15.61,30.73
144.8,238.29,256.71
283.63,382.25,515.48
573.63,602.17,747.79
694.11,862.92,921.67
756.81,849.68,1013.43
707.8,837.58,1022.41
591.92,915.82,968.4
612.35,723.29,819.23
409.16,589.29,604.46
206.52,341.9,369.37
55.01,79.48,115.97
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.87,17.48,30.5
112.06,191.12,257.58
364.29,378.4,504.64
534.95,676.46,735.01
634.61,886.05,912.0
807.28,852.27,1020.75
774.4,981.58,1023.29
710.65,923.28,952.71
348.04,796.62,814.57
440.41,492.87,608.9
219.78,346.88,365.61
47.55,73.22,118.35
0,0,0
0,0,0
0,0,0
