T,LOAD,C_BUY_PC,C_SELL_PC,C_BUY_SA,C_SELL_SA,AV_DIESEL
411,68.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
412,65.878,0.130732,8.50E-02,1.36E-01,8.84E-02,1
413,65.037,0.130732,8.50E-02,1.36E-01,8.84E-02,1
414,65.85,0.130732,8.50E-02,1.36E-01,8.84E-02,1
415,75.381,0.130732,8.50E-02,1.36E-01,8.84E-02,1
416,97.489,0.130732,8.50E-02,1.36E-01,8.84E-02,1
417,115.672,0.130732,8.50E-02,1.36E-01,8.84E-02,1
418,125.042,0.130732,8.50E-02,1.36E-01,8.84E-02,1
419,131.846,0.130732,8.50E-02,1.36E-01,8.84E-02,1
420,129.166,0.130732,8.50E-02,1.36E-01,8.84E-02,1
421,101.156,0.130732,8.50E-02,1.36E-01,8.84E-02,1
422,114.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
423,138.897,0.130732,8.50E-02,1.36E-01,8.84E-02,1
424,144.581,0.130732,8.50E-02,1.36E-01,8.84E-02,1
425,135.92,0.130732,8.50E-02,1.36E-01,8.84E-02,1
426,117.786,0.130732,8.50E-02,1.36E-01,8.84E-02,1
427,100.512,0.130732,8.50E-02,1.36E-01,8.84E-02,1
428,96.937,0.130732,8.50E-02,1.36E-01,8.84E-02,1
429,94.113,0.130732,8.50E-02,1.36E-01,8.84E-02,1
430,90.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
431,88.107,0.130732,8.50E-02,1.36E-01,8.84E-02,1
432,82.516,0.130732,8.50E-02,1.36E-01,8.84E-02,1
433,78.637,0.130732,8.50E-02,1.36E-01,8.84E-02,1
434,77.393,0.130732,8.50E-02,1.36E-01,8.84E-02,1
435,73.051,0.130732,8.50E-02,1.36E-01,8.84E-02,1
436,69.199,0.130732,8.50E-02,1.36E-01,8.84E-02,1
437,68.147,0.130732,8.50E-02,1.36E-01,8.84E-02,1
438,66.61,0.130732,8.50E-02,1.36E-01,8.84E-02,1
439,63.129,0.130732,8.50E-02,1.36E-01,8.84E-02,1
440,69.054,0.130732,8.50E-02,1.36E-01,8.84E-02,1
441,83.929,0.130732,8.50E-02,1.36E-01,8.84E-02,1
442,75.908,0.130732,8.50E-02,1.36E-01,8.84E-02,1
443,78.255,0.130732,8.50E-02,1.36E-01,8.84E-02,1
444,78.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
445,76.422,0.130732,8.50E-02,1.36E-01,8.84E-02,1
446,79.442,0.130732,8.50E-02,1.36E-01,8.84E-02,1
447,84.658,0.130732,8.50E-02,1.36E-01,8.84E-02,1
448,92.81,0.130732,8.50E-02,1.36E-01,8.84E-02,1
449,86.82,0.130732,8.50E-02,1.36E-01,8.84E-02,1
450,78.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
451,81.194,0.130732,8.50E-02,1.36E-01,8.84E-02,1
452,78.328,0.130732,8.50E-02,1.36E-01,8.84E-02,1
453,74.902,0.130732,8.50E-02,1.36E-01,8.84E-02,1
454,73.07,0.130732,8.50E-02,1.36E-01,8.84E-02,1
455,74.395,0.130732,8.50E-02,1.36E-01,8.84E-02,1
456,73.931,0.130732,8.50E-02,1.36E-01,8.84E-02,1
457,66.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
458,63.114,0.130732,8.50E-02,1.36E-01,8.84E-02,1
459,62.458,0.130732,8.50E-02,1.36E-01,8.84E-02,1
460,57.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
461,58.738,0.130732,8.50E-02,1.36E-01,8.84E-02,1
462,58.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
463,56.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
464,60.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
465,65.762,0.130732,8.50E-02,1.36E-01,8.84E-02,1
466,73.005,0.130732,8.50E-02,1.36E-01,8.84E-02,1
467,80.371,0.130732,8.50E-02,1.36E-01,8.84E-02,1
468,80.04,0.130732,8.50E-02,1.36E-01,8.84E-02,1
469,79.995,0.130732,8.50E-02,1.36E-01,8.84E-02,1
470,79.243,0.130732,8.50E-02,1.36E-01,8.84E-02,1
471,80.548,0.130732,8.50E-02,1.36E-01,8.84E-02,1
472,84.481,0.130732,8.50E-02,1.36E-01,8.84E-02,1
473,83.703,0.130732,8.50E-02,1.36E-01,8.84E-02,1
474,83.306,0.130732,8.50E-02,1.36E-01,8.84E-02,1
475,82.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
476,77.969,0.130732,8.50E-02,1.36E-01,8.84E-02,1
477,75.956,0.130732,8.50E-02,1.36E-01,8.84E-02,1
478,74.367,0.130732,8.50E-02,1.36E-01,8.84E-02,1
479,72.375,0.130732,8.50E-02,1.36E-01,8.84E-02,1
480,68.379,0.130732,8.50E-02,1.36E-01,8.84E-02,1
481,65.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
482,63.084,0.130732,8.50E-02,1.36E-01,8.84E-02,1
483,60.417,0.130732,8.50E-02,1.36E-01,8.84E-02,1
484,59.736,0.130732,8.50E-02,1.36E-01,8.84E-02,1
485,59.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
486,62.148,0.130732,8.50E-02,1.36E-01,8.84E-02,1
487,76.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
488,99.389,0.130732,8.50E-02,1.36E-01,8.84E-02,1
489,127.985,0.130732,8.50E-02,1.36E-01,8.84E-02,1
490,139.992,0.130732,8.50E-02,1.36E-01,8.84E-02,1
491,144.38,0.130732,8.50E-02,1.36E-01,8.84E-02,1
492,122.355,0.130732,8.50E-02,1.36E-01,8.84E-02,1
493,101.12,0.130732,8.50E-02,1.36E-01,8.84E-02,1
494,107.094,0.130732,8.50E-02,1.36E-01,8.84E-02,1
495,151.265,0.130732,8.50E-02,1.36E-01,8.84E-02,1
496,151.136,0.130732,8.50E-02,1.36E-01,8.84E-02,1
497,142.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
498,125.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
499,85.562,0.130732,8.50E-02,1.36E-01,8.84E-02,1
500,81.766,0.130732,8.50E-02,1.36E-01,8.84E-02,1
501,78.65,0.130732,8.50E-02,1.36E-01,8.84E-02,1
502,79.188,0.130732,8.50E-02,1.36E-01,8.84E-02,1
503,77.867,0.130732,8.50E-02,1.36E-01,8.84E-02,1
504,74.726,0.130732,8.50E-02,1.36E-01,8.84E-02,1
505,70.784,0.130732,8.50E-02,1.36E-01,8.84E-02,1
506,65.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
507,61.999,0.130732,8.50E-02,1.36E-01,8.84E-02,1
508,60.831,0.130732,8.50E-02,1.36E-01,8.84E-02,1
509,58.873,0.130732,8.50E-02,1.36E-01,8.84E-02,1
510,60.983,0.130732,8.50E-02,1.36E-01,8.84E-02,1
511,77.471,0.130732,8.50E-02,1.36E-01,8.84E-02,1
512,99.971,0.130732,8.50E-02,1.36E-01,8.84E-02,1
513,126.465,0.130732,8.50E-02,1.36E-01,8.84E-02,1
514,130.83,0.130732,8.50E-02,1.36E-01,8.84E-02,1
515,135.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
516,128.579,0.130732,8.50E-02,1.36E-01,8.84E-02,1
517,107.629,0.130732,8.50E-02,1.36E-01,8.84E-02,1
518,127.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
519,130.155,0.130732,8.50E-02,1.36E-01,8.84E-02,1
520,133.895,0.130732,8.50E-02,1.36E-01,8.84E-02,1
521,130.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
522,116.821,0.130732,8.50E-02,1.36E-01,8.84E-02,1
523,89.296,0.130732,8.50E-02,1.36E-01,8.84E-02,1
524,77.453,0.130732,8.50E-02,1.36E-01,8.84E-02,1
525,69.502,0.130732,8.50E-02,1.36E-01,8.84E-02,1
526,66.408,0.130732,8.50E-02,1.36E-01,8.84E-02,1
527,64.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
528,65.143,0.130732,8.50E-02,1.36E-01,8.84E-02,1
529,63.68,0.130732,8.50E-02,1.36E-01,8.84E-02,1
530,61.547,0.130732,8.50E-02,1.36E-01,8.84E-02,1
531,59.633,0.130732,8.50E-02,1.36E-01,8.84E-02,1
532,55.573,0.130732,8.50E-02,1.36E-01,8.84E-02,1
533,51.163,0.130732,8.50E-02,1.36E-01,8.84E-02,1
534,51.91,0.130732,8.50E-02,1.36E-01,8.84E-02,1
535,65.021,0.130732,8.50E-02,1.36E-01,8.84E-02,1
536,87.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
537,111.501,0.130732,8.50E-02,1.36E-01,8.84E-02,1
538,124.764,0.130732,8.50E-02,1.36E-01,8.84E-02,1
539,129.546,0.130732,8.50E-02,1.36E-01,8.84E-02,1
540,94.019,0.130732,8.50E-02,1.36E-01,8.84E-02,1
541,94.307,0.130732,8.50E-02,1.36E-01,8.84E-02,1
542,105.99,0.130732,8.50E-02,1.36E-01,8.84E-02,1
543,143.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
544,145.21,0.130732,8.50E-02,1.36E-01,8.84E-02,1
545,134.623,0.130732,8.50E-02,1.36E-01,8.84E-02,1
546,102.986,0.130732,8.50E-02,1.36E-01,8.84E-02,1
547,83.013,0.130732,8.50E-02,1.36E-01,8.84E-02,1
548,74.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
549,73.189,0.130732,8.50E-02,1.36E-01,8.84E-02,1
550,71.518,0.130732,8.50E-02,1.36E-01,8.84E-02,1
551,70.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
552,68.009,0.130732,8.50E-02,1.36E-01,8.84E-02,1
553,65.386,0.130732,8.50E-02,1.36E-01,8.84E-02,1
554,64.403,0.130732,8.50E-02,1.36E-01,8.84E-02,1
555,60.605,0.130732,8.50E-02,1.36E-01,8.84E-02,1
556,59.399,0.130732,8.50E-02,1.36E-01,8.84E-02,1
557,57.848,0.130732,8.50E-02,1.36E-01,8.84E-02,1
558,58.594,0.130732,8.50E-02,1.36E-01,8.84E-02,1
559,73.326,0.130732,8.50E-02,1.36E-01,8.84E-02,1
560,102.46,0.130732,8.50E-02,1.36E-01,8.84E-02,1
561,125.282,0.130732,8.50E-02,1.36E-01,8.84E-02,1
562,132.149,0.130732,8.50E-02,1.36E-01,8.84E-02,1
563,135.805,0.130732,8.50E-02,1.36E-01,8.84E-02,1
564,122.761,0.130732,8.50E-02,1.36E-01,8.84E-02,1
565,96.308,0.130732,8.50E-02,1.36E-01,8.84E-02,1
566,106.382,0.130732,8.50E-02,1.36E-01,8.84E-02,1
567,145.272,0.130732,8.50E-02,1.36E-01,8.84E-02,1
568,152.202,0.130732,8.50E-02,1.36E-01,8.84E-02,1
569,138.877,0.130732,8.50E-02,1.36E-01,8.84E-02,1
570,118.295,0.130732,8.50E-02,1.36E-01,8.84E-02,1
571,97.904,0.130732,8.50E-02,1.36E-01,8.84E-02,1
572,92.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
573,86.323,0.130732,8.50E-02,1.36E-01,8.84E-02,1
574,83.384,0.130732,8.50E-02,1.36E-01,8.84E-02,1
575,81.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
576,78.297,0.130732,8.50E-02,1.36E-01,8.84E-02,1
577,74.807,0.130732,8.50E-02,1.36E-01,8.84E-02,1
578,70.601,0.130732,8.50E-02,1.36E-01,8.84E-02,1
579,68.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
580,65.878,0.130732,8.50E-02,1.36E-01,8.84E-02,1
581,65.037,0.130732,8.50E-02,1.36E-01,8.84E-02,1
582,65.85,0.130732,8.50E-02,1.36E-01,8.84E-02,1
583,75.381,0.130732,8.50E-02,1.36E-01,8.84E-02,1
584,97.489,0.130732,8.50E-02,1.36E-01,8.84E-02,1
585,115.672,0.130732,8.50E-02,1.36E-01,8.84E-02,1
586,125.042,0.130732,8.50E-02,1.36E-01,8.84E-02,1
587,131.846,0.130732,8.50E-02,1.36E-01,8.84E-02,1
588,129.166,0.130732,8.50E-02,1.36E-01,8.84E-02,1
589,101.156,0.130732,8.50E-02,1.36E-01,8.84E-02,1
590,114.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
591,138.897,0.130732,8.50E-02,1.36E-01,8.84E-02,1
592,144.581,0.130732,8.50E-02,1.36E-01,8.84E-02,1
593,135.92,0.130732,8.50E-02,1.36E-01,8.84E-02,1
594,117.786,0.130732,8.50E-02,1.36E-01,8.84E-02,1
595,100.512,0.130732,8.50E-02,1.36E-01,8.84E-02,1
596,96.937,0.130732,8.50E-02,1.36E-01,8.84E-02,1
597,94.113,0.130732,8.50E-02,1.36E-01,8.84E-02,1
598,90.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
599,88.107,0.130732,8.50E-02,1.36E-01,8.84E-02,1
600,82.516,0.130732,8.50E-02,1.36E-01,8.84E-02,1
601,78.637,0.130732,8.50E-02,1.36E-01,8.84E-02,1
602,77.393,0.130732,8.50E-02,1.36E-01,8.84E-02,1
603,73.051,0.130732,8.50E-02,1.36E-01,8.84E-02,1
604,69.199,0.130732,8.50E-02,1.36E-01,8.84E-02,1
605,68.147,0.130732,8.50E-02,1.36E-01,8.84E-02,1
606,66.61,0.130732,8.50E-02,1.36E-01,8.84E-02,1
607,63.129,0.130732,8.50E-02,1.36E-01,8.84E-02,1
608,69.054,0.130732,8.50E-02,1.36E-01,8.84E-02,1
609,83.929,0.130732,8.50E-02,1.36E-01,8.84E-02,1
610,75.908,0.130732,8.50E-02,1.36E-01,8.84E-02,1
611,78.255,0.130732,8.50E-02,1.36E-01,8.84E-02,1
612,78.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
613,76.422,0.130732,8.50E-02,1.36E-01,8.84E-02,1
614,79.442,0.130732,8.50E-02,1.36E-01,8.84E-02,1
615,84.658,0.130732,8.50E-02,1.36E-01,8.84E-02,1
616,92.81,0.130732,8.50E-02,1.36E-01,8.84E-02,1
617,86.82,0.130732,8.50E-02,1.36E-01,8.84E-02,1
618,78.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
619,81.194,0.130732,8.50E-02,1.36E-01,8.84E-02,1
620,78.328,0.130732,8.50E-02,1.36E-01,8.84E-02,1
621,74.902,0.130732,8.50E-02,1.36E-01,8.84E-02,1
622,73.07,0.130732,8.50E-02,1.36E-01,8.84E-02,1
623,74.395,0.130732,8.50E-02,1.36E-01,8.84E-02,1
624,73.931,0.130732,8.50E-02,1.36E-01,8.84E-02,1
625,66.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
626,63.114,0.130732,8.50E-02,1.36E-01,8.84E-02,1
627,62.458,0.130732,8.50E-02,1.36E-01,8.84E-02,1
628,57.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
629,58.738,0.130732,8.50E-02,1.36E-01,8.84E-02,1
630,58.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
631,56.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
632,60.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
633,65.762,0.130732,8.50E-02,1.36E-01,8.84E-02,1
634,73.005,0.130732,8.50E-02,1.36E-01,8.84E-02,1
635,80.371,0.130732,8.50E-02,1.36E-01,8.84E-02,1
636,80.04,0.130732,8.50E-02,1.36E-01,8.84E-02,1
637,79.995,0.130732,8.50E-02,1.36E-01,8.84E-02,1
638,79.243,0.130732,8.50E-02,1.36E-01,8.84E-02,1
639,80.548,0.130732,8.50E-02,1.36E-01,8.84E-02,1
640,84.481,0.130732,8.50E-02,1.36E-01,8.84E-02,1
641,83.703,0.130732,8.50E-02,1.36E-01,8.84E-02,1
642,83.306,0.130732,8.50E-02,1.36E-01,8.84E-02,1
643,82.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
644,77.969,0.130732,8.50E-02,1.36E-01,8.84E-02,1
645,75.956,0.130732,8.50E-02,1.36E-01,8.84E-02,1
646,74.367,0.130732,8.50E-02,1.36E-01,8.84E-02,1
647,72.375,0.130732,8.50E-02,1.36E-01,8.84E-02,1
648,68.379,0.130732,8.50E-02,1.36E-01,8.84E-02,1
649,65.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
650,63.084,0.130732,8.50E-02,1.36E-01,8.84E-02,1
651,60.417,0.130732,8.50E-02,1.36E-01,8.84E-02,1
652,59.736,0.130732,8.50E-02,1.36E-01,8.84E-02,1
653,59.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
654,62.148,0.130732,8.50E-02,1.36E-01,8.84E-02,1
655,76.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
656,99.389,0.130732,8.50E-02,1.36E-01,8.84E-02,1
657,127.985,0.130732,8.50E-02,1.36E-01,8.84E-02,1
658,139.992,0.130732,8.50E-02,1.36E-01,8.84E-02,1
659,144.38,0.130732,8.50E-02,1.36E-01,8.84E-02,1
660,122.355,0.130732,8.50E-02,1.36E-01,8.84E-02,1
661,101.12,0.130732,8.50E-02,1.36E-01,8.84E-02,1
662,107.094,0.130732,8.50E-02,1.36E-01,8.84E-02,1
663,151.265,0.130732,8.50E-02,1.36E-01,8.84E-02,1
664,151.136,0.130732,8.50E-02,1.36E-01,8.84E-02,1
665,142.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
666,125.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
667,85.562,0.130732,8.50E-02,1.36E-01,8.84E-02,1
668,81.766,0.130732,8.50E-02,1.36E-01,8.84E-02,1
669,78.65,0.130732,8.50E-02,1.36E-01,8.84E-02,1
670,79.188,0.130732,8.50E-02,1.36E-01,8.84E-02,1
671,77.867,0.130732,8.50E-02,1.36E-01,8.84E-02,1
672,74.726,0.130732,8.50E-02,1.36E-01,8.84E-02,1
673,70.784,0.130732,8.50E-02,1.36E-01,8.84E-02,1
674,65.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
675,61.999,0.130732,8.50E-02,1.36E-01,8.84E-02,1
676,60.831,0.130732,8.50E-02,1.36E-01,8.84E-02,1
677,58.873,0.130732,8.50E-02,1.36E-01,8.84E-02,1
678,60.983,0.130732,8.50E-02,1.36E-01,8.84E-02,1
679,77.471,0.130732,8.50E-02,1.36E-01,8.84E-02,1
680,99.971,0.130732,8.50E-02,1.36E-01,8.84E-02,1
681,126.465,0.130732,8.50E-02,1.36E-01,8.84E-02,1
682,130.83,0.130732,8.50E-02,1.36E-01,8.84E-02,1
683,135.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
684,128.579,0.130732,8.50E-02,1.36E-01,8.84E-02,1
685,107.629,0.130732,8.50E-02,1.36E-01,8.84E-02,1
686,127.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
687,130.155,0.130732,8.50E-02,1.36E-01,8.84E-02,1
688,133.895,0.130732,8.50E-02,1.36E-01,8.84E-02,1
689,130.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
690,116.821,0.130732,8.50E-02,1.36E-01,8.84E-02,1
691,89.296,0.130732,8.50E-02,1.36E-01,8.84E-02,1
692,77.453,0.130732,8.50E-02,1.36E-01,8.84E-02,1
693,69.502,0.130732,8.50E-02,1.36E-01,8.84E-02,1
694,66.408,0.130732,8.50E-02,1.36E-01,8.84E-02,1
695,64.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
696,65.143,0.130732,8.50E-02,1.36E-01,8.84E-02,1
697,63.68,0.130732,8.50E-02,1.36E-01,8.84E-02,1
698,61.547,0.130732,8.50E-02,1.36E-01,8.84E-02,1
699,59.633,0.130732,8.50E-02,1.36E-01,8.84E-02,1
700,55.573,0.130732,8.50E-02,1.36E-01,8.84E-02,1
701,51.163,0.130732,8.50E-02,1.36E-01,8.84E-02,1
702,51.91,0.130732,8.50E-02,1.36E-01,8.84E-02,1
703,65.021,0.130732,8.50E-02,1.36E-01,8.84E-02,1
704,87.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
705,111.501,0.130732,8.50E-02,1.36E-01,8.84E-02,1
706,124.764,0.130732,8.50E-02,1.36E-01,8.84E-02,1
707,129.546,0.130732,8.50E-02,1.36E-01,8.84E-02,1
708,94.019,0.130732,8.50E-02,1.36E-01,8.84E-02,1
709,94.307,0.130732,8.50E-02,1.36E-01,8.84E-02,1
710,105.99,0.130732,8.50E-02,1.36E-01,8.84E-02,1
711,143.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
712,145.21,0.130732,8.50E-02,1.36E-01,8.84E-02,1
713,134.623,0.130732,8.50E-02,1.36E-01,8.84E-02,1
714,102.986,0.130732,8.50E-02,1.36E-01,8.84E-02,1
715,83.013,0.130732,8.50E-02,1.36E-01,8.84E-02,1
716,74.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
717,73.189,0.130732,8.50E-02,1.36E-01,8.84E-02,1
718,71.518,0.130732,8.50E-02,1.36E-01,8.84E-02,1
719,70.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
720,68.009,0.130732,8.50E-02,1.36E-01,8.84E-02,1
721,65.386,0.130732,8.50E-02,1.36E-01,8.84E-02,1
722,64.403,0.130732,8.50E-02,1.36E-01,8.84E-02,1
723,60.605,0.130732,8.50E-02,1.36E-01,8.84E-02,1
724,59.399,0.130732,8.50E-02,1.36E-01,8.84E-02,1
725,57.848,0.130732,8.50E-02,1.36E-01,8.84E-02,1
726,58.594,0.130732,8.50E-02,1.36E-01,8.84E-02,1
727,73.326,0.130732,8.50E-02,1.36E-01,8.84E-02,1
728,102.46,0.130732,8.50E-02,1.36E-01,8.84E-02,1
729,125.282,0.130732,8.50E-02,1.36E-01,8.84E-02,1
730,132.149,0.130732,8.50E-02,1.36E-01,8.84E-02,1
731,135.805,0.130732,8.50E-02,1.36E-01,8.84E-02,1
732,122.761,0.130732,8.50E-02,1.36E-01,8.84E-02,1
733,96.308,0.130732,8.50E-02,1.36E-01,8.84E-02,1
734,106.382,0.130732,8.50E-02,1.36E-01,8.84E-02,1
735,145.272,0.130732,8.50E-02,1.36E-01,8.84E-02,1
736,152.202,0.130732,8.50E-02,1.36E-01,8.84E-02,1
737,138.877,0.130732,8.50E-02,1.36E-01,8.84E-02,1
738,118.295,0.130732,8.50E-02,1.36E-01,8.84E-02,1
739,97.904,0.130732,8.50E-02,1.36E-01,8.84E-02,1
740,92.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
741,86.323,0.130732,8.50E-02,1.36E-01,8.84E-02,1
742,83.384,0.130732,8.50E-02,1.36E-01,8.84E-02,1
743,81.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
744,78.297,0.130732,8.50E-02,1.36E-01,8.84E-02,1
745,74.807,0.163074,0.105998,1.37E-01,8.89E-02,1
746,70.601,0.163074,0.105998,1.37E-01,8.89E-02,1
747,68.527,0.163074,0.105998,1.37E-01,8.89E-02,1
748,65.878,0.163074,0.105998,1.37E-01,8.89E-02,1
749,65.037,0.163074,0.105998,1.37E-01,8.89E-02,1
750,65.85,0.163074,0.105998,1.37E-01,8.89E-02,1
751,75.381,0.163074,0.105998,1.37E-01,8.89E-02,1
752,97.489,0.163074,0.105998,1.37E-01,8.89E-02,1
753,115.672,0.163074,0.105998,1.37E-01,8.89E-02,1
754,125.042,0.163074,0.105998,1.37E-01,8.89E-02,1
755,131.846,0.163074,0.105998,1.37E-01,8.89E-02,1
756,129.166,0.163074,0.105998,1.37E-01,8.89E-02,1
757,101.156,0.163074,0.105998,1.37E-01,8.89E-02,1
758,114.301,0.163074,0.105998,1.37E-01,8.89E-02,1
759,138.897,0.163074,0.105998,1.37E-01,8.89E-02,1
760,144.581,0.163074,0.105998,1.37E-01,8.89E-02,1
761,135.92,0.163074,0.105998,1.37E-01,8.89E-02,1
762,117.786,0.163074,0.105998,1.37E-01,8.89E-02,1
763,100.512,0.163074,0.105998,1.37E-01,8.89E-02,1
764,96.937,0.163074,0.105998,1.37E-01,8.89E-02,1
765,94.113,0.163074,0.105998,1.37E-01,8.89E-02,1
766,90.141,0.163074,0.105998,1.37E-01,8.89E-02,1
767,88.107,0.163074,0.105998,1.37E-01,8.89E-02,1
768,82.516,0.163074,0.105998,1.37E-01,8.89E-02,1
769,78.637,0.163074,0.105998,1.37E-01,8.89E-02,1
770,77.393,0.163074,0.105998,1.37E-01,8.89E-02,1
771,73.051,0.163074,0.105998,1.37E-01,8.89E-02,1
772,69.199,0.163074,0.105998,1.37E-01,8.89E-02,1
773,68.147,0.163074,0.105998,1.37E-01,8.89E-02,1
774,66.61,0.163074,0.105998,1.37E-01,8.89E-02,1
775,63.129,0.163074,0.105998,1.37E-01,8.89E-02,1
776,69.054,0.163074,0.105998,1.37E-01,8.89E-02,1
777,83.929,0.163074,0.105998,1.37E-01,8.89E-02,1
778,75.908,0.163074,0.105998,1.37E-01,8.89E-02,1
779,78.255,0.163074,0.105998,1.37E-01,8.89E-02,1
780,78.739,0.163074,0.105998,1.37E-01,8.89E-02,1
781,76.422,0.163074,0.105998,1.37E-01,8.89E-02,1
782,79.442,0.163074,0.105998,1.37E-01,8.89E-02,1
783,84.658,0.163074,0.105998,1.37E-01,8.89E-02,1
784,92.81,0.163074,0.105998,1.37E-01,8.89E-02,1
785,86.82,0.163074,0.105998,1.37E-01,8.89E-02,1
786,78.678,0.163074,0.105998,1.37E-01,8.89E-02,1
787,81.194,0.163074,0.105998,1.37E-01,8.89E-02,1
788,78.328,0.163074,0.105998,1.37E-01,8.89E-02,1
789,74.902,0.163074,0.105998,1.37E-01,8.89E-02,1
790,73.07,0.163074,0.105998,1.37E-01,8.89E-02,1
791,74.395,0.163074,0.105998,1.37E-01,8.89E-02,1
792,73.931,0.163074,0.105998,1.37E-01,8.89E-02,1
793,66.427,0.163074,0.105998,1.37E-01,8.89E-02,1
794,63.114,0.163074,0.105998,1.37E-01,8.89E-02,1
795,62.458,0.163074,0.105998,1.37E-01,8.89E-02,1
796,57.578,0.163074,0.105998,1.37E-01,8.89E-02,1
797,58.738,0.163074,0.105998,1.37E-01,8.89E-02,1
798,58.141,0.163074,0.105998,1.37E-01,8.89E-02,1
799,56.56,0.163074,0.105998,1.37E-01,8.89E-02,1
800,60.427,0.163074,0.105998,1.37E-01,8.89E-02,1
801,65.762,0.163074,0.105998,1.37E-01,8.89E-02,1
802,73.005,0.163074,0.105998,1.37E-01,8.89E-02,1
803,80.371,0.163074,0.105998,1.37E-01,8.89E-02,1
804,80.04,0.163074,0.105998,1.37E-01,8.89E-02,1
805,79.995,0.163074,0.105998,1.37E-01,8.89E-02,1
806,79.243,0.163074,0.105998,1.37E-01,8.89E-02,1
807,80.548,0.163074,0.105998,1.37E-01,8.89E-02,1
808,84.481,0.163074,0.105998,1.37E-01,8.89E-02,1
809,83.703,0.163074,0.105998,1.37E-01,8.89E-02,1
810,83.306,0.163074,0.105998,1.37E-01,8.89E-02,1
811,82.25,0.163074,0.105998,1.37E-01,8.89E-02,1
812,77.969,0.163074,0.105998,1.37E-01,8.89E-02,1
813,75.956,0.163074,0.105998,1.37E-01,8.89E-02,1
814,74.367,0.163074,0.105998,1.37E-01,8.89E-02,1
815,72.375,0.163074,0.105998,1.37E-01,8.89E-02,1
816,68.379,0.163074,0.105998,1.37E-01,8.89E-02,1
817,65.566,0.163074,0.105998,1.37E-01,8.89E-02,1
818,63.084,0.163074,0.105998,1.37E-01,8.89E-02,1
819,60.417,0.163074,0.105998,1.37E-01,8.89E-02,1
820,59.736,0.163074,0.105998,1.37E-01,8.89E-02,1
821,59.293,0.163074,0.105998,1.37E-01,8.89E-02,1
822,62.148,0.163074,0.105998,1.37E-01,8.89E-02,1
823,76.678,0.163074,0.105998,1.37E-01,8.89E-02,1
824,99.389,0.163074,0.105998,1.37E-01,8.89E-02,1
825,127.985,0.163074,0.105998,1.37E-01,8.89E-02,1
