T,LOAD,C_BUY_PC,C_SELL_PC,C_BUY_SA,C_SELL_SA,AV_DIESEL
1559,70.293,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1560,68.009,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1561,65.386,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1562,64.403,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1563,60.605,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1564,59.399,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1565,57.848,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1566,58.594,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1567,73.326,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1568,102.46,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1569,125.282,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1570,132.149,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1571,135.805,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1572,122.761,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1573,96.308,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1574,106.382,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1575,145.272,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1576,152.202,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1577,138.877,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1578,118.295,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1579,97.904,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1580,92.25,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1581,86.323,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1582,83.384,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1583,81.739,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1584,78.297,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1585,74.807,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1586,70.601,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1587,68.527,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1588,65.878,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1589,65.037,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1590,65.85,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1591,75.381,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1592,97.489,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1593,115.672,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1594,125.042,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1595,131.846,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1596,129.166,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1597,101.156,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1598,114.301,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1599,138.897,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1600,144.581,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1601,135.92,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1602,117.786,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1603,100.512,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1604,96.937,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1605,94.113,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1606,90.141,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1607,88.107,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1608,82.516,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1609,78.637,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1610,77.393,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1611,73.051,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1612,69.199,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1613,68.147,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1614,66.61,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1615,63.129,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1616,69.054,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1617,83.929,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1618,75.908,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1619,78.255,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1620,78.739,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1621,76.422,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1622,79.442,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1623,84.658,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1624,92.81,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1625,86.82,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1626,78.678,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1627,81.194,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1628,78.328,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1629,74.902,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1630,73.07,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1631,74.395,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1632,73.931,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1633,66.427,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1634,63.114,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1635,62.458,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1636,57.578,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1637,58.738,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1638,58.141,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1639,56.56,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1640,60.427,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1641,65.762,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1642,73.005,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1643,80.371,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1644,80.04,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1645,79.995,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1646,79.243,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1647,80.548,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1648,84.481,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1649,83.703,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1650,83.306,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1651,82.25,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1652,77.969,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1653,75.956,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1654,74.367,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1655,72.375,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1656,68.379,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1657,65.566,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1658,63.084,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1659,60.417,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1660,59.736,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1661,59.293,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1662,62.148,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1663,76.678,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1664,99.389,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1665,127.985,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1666,139.992,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1667,144.38,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1668,122.355,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1669,101.12,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1670,107.094,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1671,151.265,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1672,151.136,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1673,142.566,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1674,125.56,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1675,85.562,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1676,81.766,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1677,78.65,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1678,79.188,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1679,77.867,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1680,74.726,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1681,70.784,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1682,65.275,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1683,61.999,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1684,60.831,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1685,58.873,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1686,60.983,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1687,77.471,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1688,99.971,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1689,126.465,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1690,130.83,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1691,135.279,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1692,128.579,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1693,107.629,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1694,127.275,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1695,130.155,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1696,133.895,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1697,130.301,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1698,116.821,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1699,89.296,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1700,77.453,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1701,69.502,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1702,66.408,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1703,64.527,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1704,65.143,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1705,63.68,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1706,61.547,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1707,59.633,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1708,55.573,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1709,51.163,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1710,51.91,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1711,65.021,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1712,87.578,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1713,111.501,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1714,124.764,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1715,129.546,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1716,94.019,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1717,94.307,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1718,105.99,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1719,143.566,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1720,145.21,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1721,134.623,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1722,102.986,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1723,83.013,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1724,74.279,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1725,73.189,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1726,71.518,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1727,70.293,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1728,68.009,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1729,65.386,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1730,64.403,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1731,60.605,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1732,59.399,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1733,57.848,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1734,58.594,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1735,73.326,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1736,102.46,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1737,125.282,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1738,132.149,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1739,135.805,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1740,122.761,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1741,96.308,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1742,106.382,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1743,145.272,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1744,152.202,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1745,138.877,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1746,118.295,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1747,97.904,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1748,92.25,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1749,86.323,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1750,83.384,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1751,81.739,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1752,78.297,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1753,74.807,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1754,70.601,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1755,68.527,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1756,65.878,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1757,65.037,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1758,65.85,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1759,75.381,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1760,97.489,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1761,115.672,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1762,125.042,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1763,131.846,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1764,129.166,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1765,101.156,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1766,114.301,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1767,138.897,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1768,144.581,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1769,135.92,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1770,117.786,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1771,100.512,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1772,96.937,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1773,94.113,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1774,90.141,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1775,88.107,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1776,82.516,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1777,78.637,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1778,77.393,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1779,73.051,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1780,69.199,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1781,68.147,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1782,66.61,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1783,63.129,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1784,69.054,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1785,83.929,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1786,75.908,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1787,78.255,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1788,78.739,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1789,76.422,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1790,79.442,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1791,84.658,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1792,92.81,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1793,86.82,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1794,78.678,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1795,81.194,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1796,78.328,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1797,74.902,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1798,73.07,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1799,74.395,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1800,73.931,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1801,66.427,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1802,63.114,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1803,62.458,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1804,57.578,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1805,58.738,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1806,58.141,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1807,56.56,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1808,60.427,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1809,65.762,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1810,73.005,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1811,80.371,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1812,80.04,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1813,79.995,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1814,79.243,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1815,80.548,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1816,84.481,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1817,83.703,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1818,83.306,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1819,82.25,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1820,77.969,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1821,75.956,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1822,74.367,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1823,72.375,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1824,68.379,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1825,65.566,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1826,63.084,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1827,60.417,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1828,59.736,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1829,59.293,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1830,62.148,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1831,76.678,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1832,99.389,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1833,127.985,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1834,139.992,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1835,144.38,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1836,122.355,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1837,101.12,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1838,107.094,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1839,151.265,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1840,151.136,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1841,142.566,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1842,125.56,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1843,85.562,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1844,81.766,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1845,78.65,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1846,79.188,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1847,77.867,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1848,74.726,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1849,70.784,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1850,65.275,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1851,61.999,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1852,60.831,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1853,58.873,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1854,60.983,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1855,77.471,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1856,99.971,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1857,126.465,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1858,130.83,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1859,135.279,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1860,128.579,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1861,107.629,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1862,127.275,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1863,130.155,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1864,133.895,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1865,130.301,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1866,116.821,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1867,89.296,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1868,77.453,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1869,69.502,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1870,66.408,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1871,64.527,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1872,65.143,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1873,63.68,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1874,61.547,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1875,59.633,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1876,55.573,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1877,51.163,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1878,51.91,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1879,65.021,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1880,87.578,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1881,111.501,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1882,124.764,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1883,129.546,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1884,94.019,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1885,94.307,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1886,105.99,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1887,143.566,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1888,145.21,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1889,134.623,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1890,102.986,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1891,83.013,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1892,74.279,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1893,73.189,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1894,71.518,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1895,70.293,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1896,68.009,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1897,65.386,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1898,64.403,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1899,60.605,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1900,59.399,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1901,57.848,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1902,58.594,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1903,73.326,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1904,102.46,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1905,125.282,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1906,132.149,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1907,135.805,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1908,122.761,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1909,96.308,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1910,106.382,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1911,145.272,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1912,152.202,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1913,138.877,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1914,118.295,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1915,97.904,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1916,92.25,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1917,86.323,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1918,83.384,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1919,81.739,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1920,78.297,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1921,74.807,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1922,70.601,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1923,68.527,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1924,65.878,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1925,65.037,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1926,65.85,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1927,75.381,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1928,97.489,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1929,115.672,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1930,125.042,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1931,131.846,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1932,129.166,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1933,101.156,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1934,114.301,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1935,138.897,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1936,144.581,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1937,135.92,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1938,117.786,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1939,100.512,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1940,96.937,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1941,94.113,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1942,90.141,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1943,88.107,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1944,82.516,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1945,78.637,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1946,77.393,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1947,73.051,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1948,69.199,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1949,68.147,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1950,66.61,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1951,63.129,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1952,69.054,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1953,83.929,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1954,75.908,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1955,78.255,0.151313,9.84E-02,1.38E-01,8.95E-02,1
1956,78.739,0.151313,9.84E-02,1.38E-01,8.95E-02,1
